"Country or Territory Name","City Code","City Name","SDG Sub-Region","SDG Region","Average share of green area in city/urban area 1990 (%)","Average share of green area in city/ urban area 2000 (%)","Average share of green area in city/ urban area 2010 (%)","Average share of green area in city/ urban area 2020 (%)","Green area per capita 1990 (m2/person)","Green area per capita 2000 (m2/person)","Green area per capita 2010 (m2/person)","Green area per capita 2020 (m2/person)","Data Source","FootNote"
"Mexico","MX_YUC_MERIDA","Mérida","Central America","Latin America and the Caribbean","  26.17 ","  27.19 ","  12.21 ","  8.81 ","  111.18 ","  95.50 ","  37.20 ","  25.60 ","UN-Habitat Urban Indicators Database, 2412","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_GUA_CELAYA","Celaya","Central America","Latin America and the Caribbean","  25.45 ","  16.49 ","  9.12 ","  7.49 ","  71.86 ","  38.14 ","  17.26 ","  13.38 ","UN-Habitat Urban Indicators Database, 2448","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_NAY_TEPIC","Tepic","Central America","Latin America and the Caribbean","  3.51 ","  4.12 ","  5.16 ","  6.49 ","  10.43 ","  9.62 ","  9.69 ","  10.35 ","UN-Habitat Urban Indicators Database, 2464","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_GUA_IRAPUATO","Irapuato","Central America","Latin America and the Caribbean","  16.06 ","  10.27 ","  7.04 ","  4.54 ","  45.55 ","  23.99 ","  13.57 ","  7.76 ","UN-Habitat Urban Indicators Database, 2518","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_QUE_QUERETARO","Querétaro","Central America","Latin America and the Caribbean","  6.94 ","  6.39 ","  9.11 ","  4.34 ","  29.66 ","  20.12 ","  23.04 ","  10.18 ","UN-Habitat Urban Indicators Database, 2527","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_GUA_LEON","León de los Aldamas","Central America","Latin America and the Caribbean","  5.23 ","  4.11 ","  3.64 ","  3.37 ","  13.29 ","  8.31 ","  6.01 ","  5.44 ","UN-Habitat Urban Indicators Database, 2561","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_COA_SALTILLO","Saltillo","Central America","Latin America and the Caribbean","  8.11 ","  4.03 ","  1.72 ","  3.12 ","  31.50 ","  12.60 ","  4.35 ","  7.42 ","UN-Habitat Urban Indicators Database, 2574","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_BCN_ENSENADA","Ensenada","Central America","Latin America and the Caribbean","  5.14 ","  2.15 ","  5.48 ","  2.64 ","  24.89 ","  7.91 ","  15.92 ","  6.79 ","UN-Habitat Urban Indicators Database, 2594","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_GUA_SALAMANCA","Guanajuato_Salamanca","Central America","Latin America and the Caribbean","  14.50 ","  5.63 ","  5.50 ","  2.63 ","  37.81 ","  13.01 ","  10.74 ","  4.83 ","UN-Habitat Urban Indicators Database, 2596","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_SIN_CULIACAN","Culiacán","Central America","Latin America and the Caribbean","  6.23 ","  2.24 ","  2.12 ","  2.40 ","  18.12 ","  5.53 ","  4.72 ","  5.16 ","UN-Habitat Urban Indicators Database, 2608","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_PUE_PUEBLA","Puebla","Central America","Latin America and the Caribbean","  2.48 ","  2.25 ","  2.19 ","  2.03 ","  8.81 ","  6.65 ","  5.79 ","  5.21 ","UN-Habitat Urban Indicators Database, 2626","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_MEX_TOLUCA","México_Toluca","Central America","Latin America and the Caribbean","  3.68 ","  2.29 ","  2.51 ","  1.69 ","  15.70 ","  7.25 ","  6.65 ","  3.87 ","UN-Habitat Urban Indicators Database, 2639","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_BCN_TIJUANA","Tijuana","Central America","Latin America and the Caribbean","  0.51 ","  0.69 ","  2.60 ","  0.98 ","  2.01 ","  1.72 ","  5.47 ","  1.95 ","UN-Habitat Urban Indicators Database, 2667","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mexico","MX_CHH_JUAREZ","Ciudad Juárez (Juárez)","Central America","Latin America and the Caribbean","  5.76 ","  1.53 ","  0.48 ","  0.68 ","  17.79 ","  3.41 ","  1.06 ","  1.58 ","UN-Habitat Urban Indicators Database, 2681","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_SEFROU","Séfrou","Northern Africa","Western Asia and Northern Africa","  18.95 ","  16.35 ","  12.79 ","  11.83 ","  16.81 ","  12.81 ","  9.02 ","  7.58 ","UN-Habitat Urban Indicators Database, 2345","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_MEKNES","Meknès","Northern Africa","Western Asia and Northern Africa","  5.38 ","  4.13 ","  4.37 ","  6.71 ","  7.22 ","  4.69 ","  4.32 ","  5.85 ","UN-Habitat Urban Indicators Database, 2460","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_FES","Fès","Northern Africa","Western Asia and Northern Africa","  9.84 ","  7.29 ","  6.48 ","  6.55 ","  11.49 ","  6.65 ","  4.92 ","  4.19 ","UN-Habitat Urban Indicators Database, 2463","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_RABAT","Rabat","Northern Africa","Western Asia and Northern Africa","  4.79 ","  5.57 ","  5.09 ","  4.25 ","  4.72 ","  4.44 ","  3.75 ","  2.92 ","UN-Habitat Urban Indicators Database, 2529","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_SIDI_SLIMANE","Sidi Slimane","Northern Africa","Western Asia and Northern Africa","  5.05 ","  2.25 ","  1.41 ","  3.42 ","  5.79 ","  2.18 ","  1.18 ","  2.40 ","UN-Habitat Urban Indicators Database, 2558","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_MARRAKECH","Marrakech","Northern Africa","Western Asia and Northern Africa","  9.39 ","  6.60 ","  3.02 ","  3.07 ","  18.15 ","  9.94 ","  3.64 ","  3.12 ","UN-Habitat Urban Indicators Database, 2576","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_AGADIR","Agadir","Northern Africa","Western Asia and Northern Africa","  2.97 ","  2.68 ","  2.72 ","  1.96 ","  6.19 ","  3.71 ","  2.96 ","  1.72 ","UN-Habitat Urban Indicators Database, 2632","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_OUJDA","Oujda","Northern Africa","Western Asia and Northern Africa","  5.38 ","  2.34 ","  1.96 ","  1.85 ","  8.38 ","  3.19 ","  2.36 ","  1.89 ","UN-Habitat Urban Indicators Database, 2633","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_FKIH_BEN_SALAH","Fkih Ben Salah","Northern Africa","Western Asia and Northern Africa","  5.88 ","  4.69 ","  1.74 ","  1.55 ","  5.74 ","  4.17 ","  1.40 ","  1.15 ","UN-Habitat Urban Indicators Database, 2644","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_CASABLANCA","Dar-el-Beida (Casablanca)","Northern Africa","Western Asia and Northern Africa","  0.48 ","  1.38 ","  0.61 ","  0.89 ","  0.42 ","  1.03 ","  0.39 ","  0.51 ","UN-Habitat Urban Indicators Database, 2669","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Morocco","MA_TETOUAN","Tétouan","Northern Africa","Western Asia and Northern Africa","  13.11 ","  5.32 ","  1.23 ","  0.83 ","  10.33 ","  3.53 ","  0.72 ","  0.42 ","UN-Habitat Urban Indicators Database, 2674","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mozambique","MZ_MAPUTO","Maputo","Eastern Africa","Sub-Saharan Africa","  27.75 ","  14.10 ","  14.14 ","  5.34 ","  132.60 ","  47.93 ","  36.40 ","  9.79 ","UN-Habitat Urban Indicators Database, 2488","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mozambique","MZ_NAMPULA","Nampula","Eastern Africa","Sub-Saharan Africa","  14.70 ","  13.20 ","  12.42 ","  5.31 ","  57.63 ","  33.35 ","  21.06 ","  6.11 ","UN-Habitat Urban Indicators Database, 2491","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mozambique","MZ_MAXIXE","Maxixe","Eastern Africa","Sub-Saharan Africa","  23.52 ","  7.83 ","  3.86 ","  3.23 ","  196.65 ","  30.74 ","  14.35 ","  11.67 ","UN-Habitat Urban Indicators Database, 2570","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Mozambique","MZ_MOCUBA","Mocuba","Eastern Africa","Sub-Saharan Africa","  7.79 ","  5.59 ","  4.36 ","  2.93 ","  13.42 ","  7.19 ","  4.80 ","  2.89 ","UN-Habitat Urban Indicators Database, 2582","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Myanmar","MM_SITTWE","Sittwe (Akyab)","South-eastern Asia","Eastern and South-eastern Asia","  32.13 ","  35.81 ","  29.43 ","  22.12 ","  41.90 ","  37.02 ","  31.52 ","  29.17 ","UN-Habitat Urban Indicators Database, 2172","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Namibia","NA_WINDHOEK","Windhoek","Southern Africa","Sub-Saharan Africa","  2.28 ","  2.29 ","  4.05 ","  4.57 ","  15.87 ","  10.01 ","  13.14 ","  12.17 ","UN-Habitat Urban Indicators Database, 2517","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Nepal","NP_POKHARA","Pokhara","Southern Asia","Central and Southern Asia","  4.49 ","  5.41 ","  6.02 ","  8.61 ","  14.39 ","  13.31 ","  14.33 ","  27.18 ","UN-Habitat Urban Indicators Database, 2417","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Nepal","NP_BHARATPUR","Bharatpur","Southern Asia","Central and Southern Asia","  3.93 ","  3.22 ","  2.63 ","  2.44 ","  22.38 ","  13.53 ","  9.39 ","  8.63 ","UN-Habitat Urban Indicators Database, 2606","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
"Netherlands (Kingdom of the)","NL_ROTTERDAM","Rotterdam","Western Europe","Northern America and Europe","  19.18 ","  15.19 ","  14.91 ","  19.63 ","  55.89 ","  43.40 ","  41.57 ","  53.12 ","UN-Habitat Urban Indicators Database, 2203","Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries."
